timestamp,stop_id,route_id,direction_id,trip_start_date,trip_id,route_long_name,agency_id,origin_stop_id,origin_stop_name,destination_stop_id,destination_stop_name,congestion_level,position_longitude,position_latitude,position_bearing,occupancy_status,vehicle_label,stop_name,stop_lon,stop_lat,current_status,aimed_arrival_time,expected_arrival_time,aimed_departure_time,expected_departure_time,stop_sequence
1643602219,1046124,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"IJmuiden, Heerenduinweg",4.628761,52.453043,IN_TRANSIT_TO,PT28H9M,1643598425,PT28H9M,1643598425,7
1643602219,1169962,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Driehuis, Waterloolaan",4.637681,52.44928,IN_TRANSIT_TO,PT28H10M,1643598509,PT28H10M,1643598509,8
1643602219,1539873,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Hoofddorp, Toolenburg Noord",4.669549,52.302813,IN_TRANSIT_TO,PT28H47M,1643600818,PT28H47M,1643600836,34
1643602219,1539879,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Hoofddorp, Overbos Noord",4.667884,52.318712,IN_TRANSIT_TO,PT28H43M,1643600607,PT28H43M,1643600625,31
1643602216,1539919,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Hoofddorp, Toolenburg Noord",4.668926,52.303259,IN_TRANSIT_TO,PT28H40M,1643600470,PT28H40M,1643600470,38
1643602220,1539919,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Hoofddorp, Toolenburg Noord",4.668926,52.303259,IN_TRANSIT_TO,PT29H39M,1643603938,PT29H39M,1643603938,35
1643602216,1539925,63689,1,20220130,143715668,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",435308,"IJmuiden, Dennekoplaan",null,4.6457295417785645,52.42985534667969,0.0,null,9816,"Hoofddorp, Overbos Noord",4.667277,52.319112,IN_TRANSIT_TO,PT28H43M,1643600686,PT28H43M,1643600686,41
1643602227,1539925,63689,1,20220130,143715670,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,2367379,"Amsterdam, Station Bijlmer ArenA",1828327,"Haarlem, Station H",null,4.693774700164795,52.29030990600586,0.0,null,9822,"Hoofddorp, Overbos Noord",4.667277,52.319112,IN_TRANSIT_TO,PT29H13M,1643602500,PT29H13M,1643602500,41
1643602220,1539925,79847,1,20220130,143720668,"Haarlem Station - Amsterdam Bijlmer ArenA",CXX,2340430,"Amsterdam, Station Bijlmer ArenA",1828396,"Haarlem, Station",null,4.869431972503662,52.30384063720703,0.0,null,9803,"Hoofddorp, Overbos Noord",4.667277,52.319112,IN_TRANSIT_TO,PT29H42M,1643604129,PT29H42M,1643604153,39
1643602219,1657215,63689,0,20220130,143715669,"IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA",CXX,364790,"IJmuiden, Dennekoplaan",1928634,"Amsterdam, Station Bijlmer ArenA",null,4.83457088470459,52.30582809448242,0.0,null,9823,"Haarlem, Station K",4.638771,52.387424,IN_TRANSIT_TO,PT28H26M,1643599352,PT28H26M,1643599584,14
